City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
247,Bras-Panon,RE,2021-11-05 23:21:24,-20.9967,55.6782,71.28,89,4,10.02
248,Port-Gentil,GA,2021-11-05 23:21:24,-0.7193,8.7815,78.76,83,75,6.91
249,Norman Wells,CA,2021-11-05 23:21:25,65.282,-126.8329,17.64,86,90,0.0
250,Qandala,SO,2021-11-05 23:21:25,11.472,49.8728,78.89,47,6,3.56
251,Hollola,FI,2021-11-05 23:21:26,61.05,25.4333,38.01,85,100,10.18
252,Saint-Pierre,RE,2021-11-05 23:21:26,-21.3393,55.4781,71.29,64,0,5.75
253,Sosnovo-Ozerskoye,RU,2021-11-05 23:21:27,52.5249,111.5418,4.98,82,27,14.18
254,Santa Maria,BR,2021-11-05 23:21:27,-29.6842,-53.8069,78.1,65,75,8.05
255,Tazovskiy,RU,2021-11-05 23:21:27,67.4667,78.7,3.7,100,95,2.3
256,Valdivia,CL,2021-11-05 23:21:28,-39.8142,-73.2459,68.09,57,0,3.51
257,Hammerfest,NO,2021-11-05 23:21:28,70.6634,23.6821,34.25,80,40,6.91
258,Ceres,US,2021-11-05 23:21:23,37.5949,-120.9577,73.72,57,1,10.36
259,Pamekasan,ID,2021-11-05 23:21:29,-7.1568,113.4746,81.97,80,99,6.4
260,Araguacu,BR,2021-11-05 23:21:29,-12.9306,-49.8264,73.04,91,100,3.8
261,Geraldton,AU,2021-11-05 23:19:17,-28.7667,114.6,61.21,63,5,12.66
262,Olafsvik,IS,2021-11-05 23:21:30,64.8945,-23.7142,38.3,78,71,13.0
263,Pangai,TO,2021-11-05 23:21:30,-19.8,-174.35,82.51,65,20,9.22
264,Bathsheba,BB,2021-11-05 23:21:31,13.2167,-59.5167,81.21,78,40,17.27
265,Dikson,RU,2021-11-05 23:21:31,73.5069,80.5464,19.38,89,100,17.63
266,Biloela,AU,2021-11-05 23:21:31,-24.4167,150.5,77.63,54,34,9.89
267,Nouadhibou,MR,2021-11-05 23:21:32,20.931,-17.0347,71.58,68,5,17.27
268,Quelimane,MZ,2021-11-05 23:21:32,-17.8786,36.8883,73.74,89,13,4.25
269,Juneau,US,2021-11-05 23:19:30,58.3019,-134.4197,44.83,91,90,8.05
270,Waipawa,NZ,2021-11-05 23:22:33,-41.4122,175.5153,55.02,96,100,9.69
271,Sabha,LY,2021-11-05 23:22:33,27.0377,14.4283,74.46,24,0,10.96
272,Tartagal,AR,2021-11-05 23:22:34,-22.5164,-63.8013,54.9,89,100,7.4
273,Nanpara,IN,2021-11-05 23:22:34,27.8667,81.5,61.34,68,98,5.35
